Model,Rank,Program,Time,Space,Value
PCA,10,PC3,3h,st,1.1120195237860524
PCA,10,PC3,3h,SI1,1.3156484598850628
PCA,10,PC3,3h,SI2,1.1369707174149282
PCA,10,PC3,3h,SI3,0.9086134394360856
PCA,10,PC3,3h,SI4,1.0210250299534074
PCA,10,PC3,3h,SI5,1.3458055636656505
PCA,10,PC3,3h,SI6,0.29896951913862835
PCA,10,PC3,3h,SI7,0.4628656769938232
PCA,10,PC3,3h,SI8,0.05693869818493408
PCA,10,PC3,3h,SI9,-0.23587049667532706
PCA,10,PC3,3h,ce,-0.6232365383676152
PCA,10,PC3,3h,co,-0.6836718134970723
PCA,10,PC3,6h,st,-0.05974894712649964
PCA,10,PC3,6h,SI1,0.5613978846563086
PCA,10,PC3,6h,SI2,0.7694653411700438
PCA,10,PC3,6h,SI3,0.747081791298455
PCA,10,PC3,6h,SI4,1.049488387691971
PCA,10,PC3,6h,SI5,0.6017969464323152
PCA,10,PC3,6h,SI6,-0.38529172221470365
PCA,10,PC3,6h,SI7,-0.4346295194243445
PCA,10,PC3,6h,SI8,-0.4191703533995675
PCA,10,PC3,6h,SI9,-0.5394620496573238
PCA,10,PC3,6h,ce,-0.02488794093835134
PCA,10,PC3,6h,co,-0.3392036901119866
PCA,10,PC3,12h,st,-0.14475275019866907
PCA,10,PC3,12h,SI1,0.5632952348701648
PCA,10,PC3,12h,SI2,0.5447199107743896
PCA,10,PC3,12h,SI3,0.4722167454819997
PCA,10,PC3,12h,SI4,0.03353537701126058
PCA,10,PC3,12h,SI5,-0.3801162670794516
PCA,10,PC3,12h,SI6,-0.5770970861879743
PCA,10,PC3,12h,SI7,-0.6428785568056246
PCA,10,PC3,12h,SI8,-0.38486815633839094
PCA,10,PC3,12h,SI9,-0.5190582449188839
PCA,10,PC3,12h,ce,-0.35427742283690644
PCA,10,PC3,12h,co,-0.48249038719339726
PCA,10,PC3,24h,st,0.0734682215604743
PCA,10,PC3,24h,SI1,0.006411136876253637
PCA,10,PC3,24h,SI2,-0.16558425657232106
PCA,10,PC3,24h,SI3,-0.2202089664416977
PCA,10,PC3,24h,SI4,-0.41768160934522097
PCA,10,PC3,24h,SI5,-0.4576832065465463
PCA,10,PC3,24h,SI6,-0.49889605988505403
PCA,10,PC3,24h,SI7,-0.5315554494985463
PCA,10,PC3,24h,SI8,-0.5546498860609482
PCA,10,PC3,24h,SI9,-0.3780512023288384
PCA,10,PC3,24h,ce,-0.3982885943902293
PCA,10,PC3,24h,co,-0.358852722735497
CP,10,CP3,1h,st,0.42851178686666247
CP,10,CP3,1h,SI1,-0.19247783926998493
CP,10,CP3,1h,SI2,-0.07380007463973463
CP,10,CP3,1h,SI3,-0.04848268939932602
CP,10,CP3,1h,SI4,0.0008328981508184049
CP,10,CP3,1h,SI5,-0.015496707072495921
CP,10,CP3,1h,SI6,-0.0071400113395022596
CP,10,CP3,1h,SI7,-0.01405962001895929
CP,10,CP3,1h,SI8,-0.006451883558843029
CP,10,CP3,1h,SI9,0.003790376794619758
CP,10,CP3,1h,ce,0.000254287310027888
CP,10,CP3,1h,co,0.024329020746171735
CP,10,CP3,3h,st,2.079890773654963
CP,10,CP3,3h,SI1,-0.9342400706360356
CP,10,CP3,3h,SI2,-0.35820740302295156
CP,10,CP3,3h,SI3,-0.2353230446727825
CP,10,CP3,3h,SI4,0.004042682680792912
CP,10,CP3,3h,SI5,-0.07521720300344306
CP,10,CP3,3h,SI6,-0.034655858167662236
CP,10,CP3,3h,SI7,-0.06824193605583889
CP,10,CP3,3h,SI8,-0.031315855241361996
CP,10,CP3,3h,SI9,0.018397556299329036
CP,10,CP3,3h,ce,0.0012342480328297596
CP,10,CP3,3h,co,0.11808708029253864
CP,10,CP3,6h,st,-0.33045662754760935
CP,10,CP3,6h,SI1,0.14843367112000072
CP,10,CP3,6h,SI2,0.05691260900087479
CP,10,CP3,6h,SI3,0.03738853054776017
CP,10,CP3,6h,SI4,-0.000642308385546776
CP,10,CP3,6h,SI5,0.011950638732053494
CP,10,CP3,6h,SI6,0.005506182420689834
CP,10,CP3,6h,SI7,0.010842396308486704
CP,10,CP3,6h,SI8,0.004975517004503212
CP,10,CP3,6h,SI9,-0.0029230354241679543
CP,10,CP3,6h,ce,-0.00019609945274648105
CP,10,CP3,6h,co,-0.018761878654734405
CP,10,CP3,12h,st,0.12096893893983743
CP,10,CP3,12h,SI1,-0.05433652165364531
CP,10,CP3,12h,SI2,-0.020833771663852568
CP,10,CP3,12h,SI3,-0.01368667017649883
CP,10,CP3,12h,SI4,0.00023512726752789745
CP,10,CP3,12h,SI5,-0.004374722630919417
CP,10,CP3,12h,SI6,-0.0020156262259986664
CP,10,CP3,12h,SI7,-0.003969032749430585
CP,10,CP3,12h,SI8,-0.0018213676547466362
CP,10,CP3,12h,SI9,0.0010700239131811993
CP,10,CP3,12h,ce,7.17853441205592e-05
CP,10,CP3,12h,co,0.006868086048763602
CP,10,CP3,24h,st,0.10326014617393779
CP,10,CP3,24h,SI1,-0.046382130964455426
CP,10,CP3,24h,SI2,-0.017783890031752562
CP,10,CP3,24h,SI3,-0.011683061581309126
CP,10,CP3,24h,SI4,0.00020070669567899823
CP,10,CP3,24h,SI5,-0.003734301567808558
CP,10,CP3,24h,SI6,-0.0017205562068470976
CP,10,CP3,24h,SI7,-0.0033880011304321628
CP,10,CP3,24h,SI8,-0.0015547353883888888
CP,10,CP3,24h,SI9,0.000913381787531847
CP,10,CP3,24h,ce,6.127659870375426e-05
CP,10,CP3,24h,co,0.005862658427410238
VAE,10,VAE3,1h,st,-0.022211909294128418
VAE,10,VAE3,1h,SI1,-0.061731815338134766
VAE,10,VAE3,1h,SI2,-0.0604221485555172
VAE,10,VAE3,1h,SI3,-0.03849098086357117
VAE,10,VAE3,1h,SI4,-0.04452863335609436
VAE,10,VAE3,1h,SI5,-0.06070813536643982
VAE,10,VAE3,1h,SI6,-0.0335502028465271
VAE,10,VAE3,1h,SI7,-0.07083708047866821
VAE,10,VAE3,1h,SI8,-0.06269550323486328
VAE,10,VAE3,1h,SI9,-0.061002910137176514
VAE,10,VAE3,1h,ce,-0.08000224828720093
VAE,10,VAE3,1h,co,-0.042606428265571594
VAE,10,VAE3,3h,st,0.17088744044303894
VAE,10,VAE3,3h,SI1,-0.14385035634040833
VAE,10,VAE3,3h,SI2,0.0414046049118042
VAE,10,VAE3,3h,SI3,0.015552759170532227
VAE,10,VAE3,3h,SI4,-0.04382205009460449
VAE,10,VAE3,3h,SI5,0.03795194625854492
VAE,10,VAE3,3h,SI6,0.02708592265844345
VAE,10,VAE3,3h,SI7,0.02411767840385437
VAE,10,VAE3,3h,SI8,-0.019192993640899658
VAE,10,VAE3,3h,SI9,-0.025613956153392792
VAE,10,VAE3,3h,ce,-0.028380215167999268
VAE,10,VAE3,3h,co,-0.04700827598571777
VAE,10,VAE3,6h,st,-0.08377060294151306
VAE,10,VAE3,6h,SI1,-0.0583837628364563
VAE,10,VAE3,6h,SI2,0.04068046808242798
VAE,10,VAE3,6h,SI3,0.07772868871688843
VAE,10,VAE3,6h,SI4,0.05845671892166138
VAE,10,VAE3,6h,SI5,0.06327593326568604
VAE,10,VAE3,6h,SI6,0.04245036840438843
VAE,10,VAE3,6h,SI7,0.028739511966705322
VAE,10,VAE3,6h,SI8,0.03190752863883972
VAE,10,VAE3,6h,SI9,0.022596418857574463
VAE,10,VAE3,6h,ce,0.02726280689239502
VAE,10,VAE3,6h,co,-4.2498111724853516e-05
VAE,10,VAE3,12h,st,-0.08257150650024414
VAE,10,VAE3,12h,SI1,0.024717748165130615
VAE,10,VAE3,12h,SI2,0.013305246829986572
VAE,10,VAE3,12h,SI3,0.037307143211364746
VAE,10,VAE3,12h,SI4,0.06127704679965973
VAE,10,VAE3,12h,SI5,0.03954389691352844
VAE,10,VAE3,12h,SI6,0.04605016112327576
VAE,10,VAE3,12h,SI7,0.027567386627197266
VAE,10,VAE3,12h,SI8,0.07443413138389587
VAE,10,VAE3,12h,SI9,0.04338496923446655
VAE,10,VAE3,12h,ce,0.042977750301361084
VAE,10,VAE3,12h,co,0.0027936697006225586
VAE,10,VAE3,24h,st,0.01836930215358734
VAE,10,VAE3,24h,SI1,0.024373754858970642
VAE,10,VAE3,24h,SI2,0.0003676563501358032
VAE,10,VAE3,24h,SI3,0.03218008577823639
VAE,10,VAE3,24h,SI4,-0.007803589105606079
VAE,10,VAE3,24h,SI5,0.022908568382263184
VAE,10,VAE3,24h,SI6,0.020876824855804443
VAE,10,VAE3,24h,SI7,0.011883586645126343
VAE,10,VAE3,24h,SI8,0.013115853071212769
VAE,10,VAE3,24h,SI9,0.023743927478790283
VAE,10,VAE3,24h,ce,0.013437807559967041
VAE,10,VAE3,24h,co,0.02222287654876709
weighted_CPVAE,10,CPVAE3,1h,st,0.008648413233458996
weighted_CPVAE,10,CPVAE3,1h,SI1,-0.007930400781333447
weighted_CPVAE,10,CPVAE3,1h,SI2,0.009033255279064178
weighted_CPVAE,10,CPVAE3,1h,SI3,-0.001793505041860044
weighted_CPVAE,10,CPVAE3,1h,SI4,-0.003930206410586834
weighted_CPVAE,10,CPVAE3,1h,SI5,-0.004016221035271883
weighted_CPVAE,10,CPVAE3,1h,SI6,-0.003819809528067708
weighted_CPVAE,10,CPVAE3,1h,SI7,-0.0035606648307293653
weighted_CPVAE,10,CPVAE3,1h,SI8,-0.0014641671441495419
weighted_CPVAE,10,CPVAE3,1h,SI9,-7.177684165071696e-05
weighted_CPVAE,10,CPVAE3,1h,ce,0.00017203747120220214
weighted_CPVAE,10,CPVAE3,1h,co,0.0005889046005904675
weighted_CPVAE,10,CPVAE3,3h,st,0.1365198940038681
weighted_CPVAE,10,CPVAE3,3h,SI1,-0.12518566846847534
weighted_CPVAE,10,CPVAE3,3h,SI2,0.1425948292016983
weighted_CPVAE,10,CPVAE3,3h,SI3,-0.02831144817173481
weighted_CPVAE,10,CPVAE3,3h,SI4,-0.06204044073820114
weighted_CPVAE,10,CPVAE3,3h,SI5,-0.06339822709560394
weighted_CPVAE,10,CPVAE3,3h,SI6,-0.06029776483774185
weighted_CPVAE,10,CPVAE3,3h,SI7,-0.056207023561000824
weighted_CPVAE,10,CPVAE3,3h,SI8,-0.023112671449780464
weighted_CPVAE,10,CPVAE3,3h,SI9,-0.001133036334067583
weighted_CPVAE,10,CPVAE3,3h,ce,0.0027157047297805548
weighted_CPVAE,10,CPVAE3,3h,co,0.009296177886426449
weighted_CPVAE,10,CPVAE3,6h,st,0.0420810766518116
weighted_CPVAE,10,CPVAE3,6h,SI1,-0.03858739882707596
weighted_CPVAE,10,CPVAE3,6h,SI2,0.04395362362265587
weighted_CPVAE,10,CPVAE3,6h,SI3,-0.008726759813725948
weighted_CPVAE,10,CPVAE3,6h,SI4,-0.01912342943251133
weighted_CPVAE,10,CPVAE3,6h,SI5,-0.01954195648431778
weighted_CPVAE,10,CPVAE3,6h,SI6,-0.018586264923214912
weighted_CPVAE,10,CPVAE3,6h,SI7,-0.017325328662991524
weighted_CPVAE,10,CPVAE3,6h,SI8,-0.0071242814883589745
weighted_CPVAE,10,CPVAE3,6h,SI9,-0.00034924864303320646
weighted_CPVAE,10,CPVAE3,6h,ce,0.0008370925206691027
weighted_CPVAE,10,CPVAE3,6h,co,0.002865466522052884
weighted_CPVAE,10,CPVAE3,12h,st,0.031143616884946823
weighted_CPVAE,10,CPVAE3,12h,SI1,-0.028557997196912766
weighted_CPVAE,10,CPVAE3,12h,SI2,0.03252946212887764
weighted_CPVAE,10,CPVAE3,12h,SI3,-0.006458553019911051
weighted_CPVAE,10,CPVAE3,12h,SI4,-0.014152983203530312
weighted_CPVAE,10,CPVAE3,12h,SI5,-0.01446272898465395
weighted_CPVAE,10,CPVAE3,12h,SI6,-0.01375543512403965
weighted_CPVAE,10,CPVAE3,12h,SI7,-0.012822234071791172
weighted_CPVAE,10,CPVAE3,12h,SI8,-0.0052725812420248985
weighted_CPVAE,10,CPVAE3,12h,SI9,-0.00025847405777312815
weighted_CPVAE,10,CPVAE3,12h,ce,0.0006195204914547503
weighted_CPVAE,10,CPVAE3,12h,co,0.002120691817253828
weighted_CPVAE,10,CPVAE3,24h,st,-0.00034377086558379233
weighted_CPVAE,10,CPVAE3,24h,SI1,0.00031523016514256597
weighted_CPVAE,10,CPVAE3,24h,SI2,-0.00035906818811781704
weighted_CPVAE,10,CPVAE3,24h,SI3,7.129109144443646e-05
weighted_CPVAE,10,CPVAE3,24h,SI4,0.00015622409409843385
weighted_CPVAE,10,CPVAE3,24h,SI5,0.00015964313934091479
weighted_CPVAE,10,CPVAE3,24h,SI6,0.00015183586219791323
weighted_CPVAE,10,CPVAE3,24h,SI7,0.00014153496886137873
weighted_CPVAE,10,CPVAE3,24h,SI8,5.820004298584536e-05
weighted_CPVAE,10,CPVAE3,24h,SI9,2.853099886124255e-06
weighted_CPVAE,10,CPVAE3,24h,ce,-6.838419267296558e-06
weighted_CPVAE,10,CPVAE3,24h,co,-2.34087146964157e-05
PCA,10,PC4,1h,st,-0.1028536694593913
PCA,10,PC4,1h,SI1,1.2748760531494394
PCA,10,PC4,1h,SI2,0.26825838428522386
PCA,10,PC4,1h,SI3,-0.30585526147900177
PCA,10,PC4,1h,SI4,-0.3372306714919965
PCA,10,PC4,1h,SI5,-0.39945410313137025
PCA,10,PC4,1h,SI6,-0.44944872217493115
PCA,10,PC4,1h,SI7,-0.37550366336431784
PCA,10,PC4,1h,SI8,-0.4085487620814524
PCA,10,PC4,1h,SI9,-0.21992423435739208
PCA,10,PC4,1h,ce,0.646735182515936
PCA,10,PC4,1h,co,0.6656846502764999
PCA,10,PC4,3h,st,-0.2526876734668844
PCA,10,PC4,3h,SI1,1.4729984571705148
PCA,10,PC4,3h,SI2,1.2962570320214268
PCA,10,PC4,3h,SI3,1.2522335004832919
PCA,10,PC4,3h,SI4,1.1906409401047946
PCA,10,PC4,3h,SI5,1.1868436556792694
PCA,10,PC4,3h,SI6,0.20420744313482603
PCA,10,PC4,3h,SI7,0.43017900013210525
PCA,10,PC4,3h,SI8,0.18806725855106396
PCA,10,PC4,3h,SI9,0.03125901614065583
PCA,10,PC4,3h,ce,-0.48420464157245596
PCA,10,PC4,3h,co,-0.5502435069411805
PCA,10,PC4,6h,st,-0.1979801039827732
PCA,10,PC4,6h,SI1,0.6763777445848183
PCA,10,PC4,6h,SI2,0.8731531509444174
PCA,10,PC4,6h,SI3,1.0265873628892124
PCA,10,PC4,6h,SI4,0.8383384299963303
PCA,10,PC4,6h,SI5,0.4056670349034212
PCA,10,PC4,6h,SI6,-0.5722897014100962
PCA,10,PC4,6h,SI7,-0.6138171783116647
PCA,10,PC4,6h,SI8,-0.5126107426186379
PCA,10,PC4,6h,SI9,-0.5796274953715288
PCA,10,PC4,6h,ce,-0.14609818230762964
PCA,10,PC4,6h,co,-0.3523246024950418
PCA,10,PC4,12h,st,0.04090096374781868
PCA,10,PC4,12h,SI1,0.9533579807979169
PCA,10,PC4,12h,SI2,0.8904148165615224
PCA,10,PC4,12h,SI3,0.8486863292340348
PCA,10,PC4,12h,SI4,0.1255879180622459
PCA,10,PC4,12h,SI5,-0.4863115225668839
PCA,10,PC4,12h,SI6,-0.7179250292945066
PCA,10,PC4,12h,SI7,-0.7489323477764123
PCA,10,PC4,12h,SI8,-0.5405711032228042
PCA,10,PC4,12h,SI9,-0.638455203095259
PCA,10,PC4,12h,ce,-0.3972554596611804
PCA,10,PC4,12h,co,-0.4043353956745005
PCA,10,PC4,24h,st,-0.155446654477718
PCA,10,PC4,24h,SI1,-0.12329461914752328
PCA,10,PC4,24h,SI2,-0.30593466800909197
PCA,10,PC4,24h,SI3,-0.3809794227935111
PCA,10,PC4,24h,SI4,-0.5597969655863876
PCA,10,PC4,24h,SI5,-0.5982012904476639
PCA,10,PC4,24h,SI6,-0.6440019880379588
PCA,10,PC4,24h,SI7,-0.680480434960225
PCA,10,PC4,24h,SI8,-0.6942018698386669
PCA,10,PC4,24h,SI9,-0.6206140281658648
PCA,10,PC4,24h,ce,-0.6373944548388752
PCA,10,PC4,24h,co,-0.5924769317540062
CP,10,CP4,1h,st,-0.26542470377475863
CP,10,CP4,1h,SI1,-0.552300976735156
CP,10,CP4,1h,SI2,-0.40427162586973203
CP,10,CP4,1h,SI3,-0.34486464022462177
CP,10,CP4,1h,SI4,-0.42453539164331344
CP,10,CP4,1h,SI5,-0.4109017704526361
CP,10,CP4,1h,SI6,-0.3389220185415093
CP,10,CP4,1h,SI7,-0.37166900277075143
CP,10,CP4,1h,SI8,-0.3441019378566325
CP,10,CP4,1h,SI9,-0.37521003249766366
CP,10,CP4,1h,ce,-0.5131028185552423
CP,10,CP4,1h,co,-0.4652704092998677
CP,10,CP4,3h,st,-0.030481075282316188
CP,10,CP4,3h,SI1,-0.06342562470992574
CP,10,CP4,3h,SI2,-0.0464261000856075
CP,10,CP4,3h,SI3,-0.03960386848473612
CP,10,CP4,3h,SI4,-0.04875316821929527
CP,10,CP4,3h,SI5,-0.047187498453167276
CP,10,CP4,3h,SI6,-0.038921424475865746
CP,10,CP4,3h,SI7,-0.04268205141587884
CP,10,CP4,3h,SI8,-0.039516280600239845
CP,10,CP4,3h,SI9,-0.04308869929811412
CP,10,CP4,3h,ce,-0.058924152189025775
CP,10,CP4,3h,co,-0.053431131958757816
CP,10,CP4,6h,st,0.05625842002310564
CP,10,CP4,6h,SI1,0.11706363381573356
CP,10,CP4,6h,SI2,0.08568789041921156
CP,10,CP4,6h,SI3,0.0730962096027741
CP,10,CP4,6h,SI4,0.0899829218534649
CP,10,CP4,6h,SI5,0.08709319088090281
CP,10,CP4,6h,SI6,0.0718366339041584
CP,10,CP4,6h,SI7,0.07877756128227503
CP,10,CP4,6h,SI8,0.07293455008291505
CP,10,CP4,6h,SI9,0.0795281045996747
CP,10,CP4,6h,ce,0.108755339916726
CP,10,CP4,6h,co,0.09861696269585686
CP,10,CP4,12h,st,0.08325352474385629
CP,10,CP4,12h,SI1,0.17323558198899272
CP,10,CP4,12h,SI2,0.1268044659330066
CP,10,CP4,12h,SI3,0.1081707785669648
CP,10,CP4,12h,SI4,0.13316043017161114
CP,10,CP4,12h,SI5,0.1288840873783283
CP,10,CP4,12h,SI6,0.10630680662199382
CP,10,CP4,12h,SI7,0.11657827654564284
CP,10,CP4,12h,SI8,0.10793154815787871
CP,10,CP4,12h,SI9,0.1176889614283823
CP,10,CP4,12h,ce,0.16094062682643795
CP,10,CP4,12h,co,0.14593743906408133
CP,10,CP4,24h,st,0.1485531836982734
CP,10,CP4,24h,SI1,0.3091124047115763
CP,10,CP4,24h,SI2,0.22626317839951243
CP,10,CP4,24h,SI3,0.1930142127757708
CP,10,CP4,24h,SI4,0.2376044246232857
CP,10,CP4,24h,SI5,0.22997394485102585
CP,10,CP4,24h,SI6,0.18968823988030925
CP,10,CP4,24h,SI7,0.20801610723624034
CP,10,CP4,24h,SI8,0.19258734269409533
CP,10,CP4,24h,SI9,0.20999795456251422
CP,10,CP4,24h,ce,0.2871739373800797
CP,10,CP4,24h,co,0.2604030431197076
VAE,10,VAE4,1h,st,-0.1120627149939537
VAE,10,VAE4,1h,SI1,-0.08985006809234619
VAE,10,VAE4,1h,SI2,-0.0743684247136116
VAE,10,VAE4,1h,SI3,-0.04581642150878906
VAE,10,VAE4,1h,SI4,-0.05483105778694153
VAE,10,VAE4,1h,SI5,-0.05800577998161316
VAE,10,VAE4,1h,SI6,-0.04950582981109619
VAE,10,VAE4,1h,SI7,-0.05848965048789978
VAE,10,VAE4,1h,SI8,-0.06518244743347168
VAE,10,VAE4,1h,SI9,-0.0724058449268341
VAE,10,VAE4,1h,ce,-0.09214812517166138
VAE,10,VAE4,1h,co,-0.09548111259937286
VAE,10,VAE4,3h,st,0.08380691707134247
VAE,10,VAE4,3h,SI1,-0.11439865827560425
VAE,10,VAE4,3h,SI2,0.023153603076934814
VAE,10,VAE4,3h,SI3,-0.12533187866210938
VAE,10,VAE4,3h,SI4,-0.09360405802726746
VAE,10,VAE4,3h,SI5,0.06304657459259033
VAE,10,VAE4,3h,SI6,0.04460179805755615
VAE,10,VAE4,3h,SI7,0.05383652448654175
VAE,10,VAE4,3h,SI8,-0.011727795004844666
VAE,10,VAE4,3h,SI9,-0.048583462834358215
VAE,10,VAE4,3h,ce,-0.034492939710617065
VAE,10,VAE4,3h,co,-0.040842205286026
VAE,10,VAE4,6h,st,-0.09431934356689453
VAE,10,VAE4,6h,SI1,-0.058771997690200806
VAE,10,VAE4,6h,SI2,0.0018363595008850098
VAE,10,VAE4,6h,SI3,-0.005458950996398926
VAE,10,VAE4,6h,SI4,0.08589661121368408
VAE,10,VAE4,6h,SI5,0.1328962743282318
VAE,10,VAE4,6h,SI6,0.0813056230545044
VAE,10,VAE4,6h,SI7,0.07219403982162476
VAE,10,VAE4,6h,SI8,0.06670719385147095
VAE,10,VAE4,6h,SI9,0.04924958944320679
VAE,10,VAE4,6h,ce,0.07091010361909866
VAE,10,VAE4,6h,co,0.02808581292629242
VAE,10,VAE4,12h,st,-0.13297772407531738
VAE,10,VAE4,12h,SI1,-0.029754996299743652
VAE,10,VAE4,12h,SI2,-0.03662669658660889
VAE,10,VAE4,12h,SI3,-0.0135040283203125
VAE,10,VAE4,12h,SI4,0.08560290932655334
VAE,10,VAE4,12h,SI5,0.06659422814846039
VAE,10,VAE4,12h,SI6,0.072081059217453
VAE,10,VAE4,12h,SI7,0.07252627611160278
VAE,10,VAE4,12h,SI8,0.11221325397491455
VAE,10,VAE4,12h,SI9,0.07908588647842407
VAE,10,VAE4,12h,ce,0.06828050315380096
VAE,10,VAE4,12h,co,0.020939528942108154
VAE,10,VAE4,24h,st,0.032624028623104095
VAE,10,VAE4,24h,SI1,0.02217227965593338
VAE,10,VAE4,24h,SI2,0.013692408800125122
VAE,10,VAE4,24h,SI3,0.045589298009872437
VAE,10,VAE4,24h,SI4,0.015151113271713257
VAE,10,VAE4,24h,SI5,0.015652894973754883
VAE,10,VAE4,24h,SI6,0.01785123348236084
VAE,10,VAE4,24h,SI7,0.02690938115119934
VAE,10,VAE4,24h,SI8,0.013641417026519775
VAE,10,VAE4,24h,SI9,0.04171469807624817
VAE,10,VAE4,24h,ce,0.027495920658111572
VAE,10,VAE4,24h,co,0.04718375205993652
weighted_CPVAE,10,CPVAE4,1h,st,-0.009168064221739769
weighted_CPVAE,10,CPVAE4,1h,SI1,-0.007241164334118366
weighted_CPVAE,10,CPVAE4,1h,SI2,-0.0075332894921302795
weighted_CPVAE,10,CPVAE4,1h,SI3,-0.0077302055433392525
weighted_CPVAE,10,CPVAE4,1h,SI4,-0.007323141675442457
weighted_CPVAE,10,CPVAE4,1h,SI5,-0.000737353169824928
weighted_CPVAE,10,CPVAE4,1h,SI6,0.001999364234507084
weighted_CPVAE,10,CPVAE4,1h,SI7,0.002278554253280163
weighted_CPVAE,10,CPVAE4,1h,SI8,0.0016824344638735056
weighted_CPVAE,10,CPVAE4,1h,SI9,0.0016607892466709018
weighted_CPVAE,10,CPVAE4,1h,ce,-0.0007917542825452983
weighted_CPVAE,10,CPVAE4,1h,co,0.00035811864654533565
weighted_CPVAE,10,CPVAE4,3h,st,-0.06945397704839706
weighted_CPVAE,10,CPVAE4,3h,SI1,-0.05485646799206734
weighted_CPVAE,10,CPVAE4,3h,SI2,-0.057069506496191025
weighted_CPVAE,10,CPVAE4,3h,SI3,-0.05856126919388771
weighted_CPVAE,10,CPVAE4,3h,SI4,-0.05547749996185303
weighted_CPVAE,10,CPVAE4,3h,SI5,-0.005585923790931702
weighted_CPVAE,10,CPVAE4,3h,SI6,0.0151464669033885
weighted_CPVAE,10,CPVAE4,3h,SI7,0.017261510714888573
weighted_CPVAE,10,CPVAE4,3h,SI8,0.012745521031320095
weighted_CPVAE,10,CPVAE4,3h,SI9,0.012581544928252697
weighted_CPVAE,10,CPVAE4,3h,ce,-0.005998046603053808
weighted_CPVAE,10,CPVAE4,3h,co,0.0027129787486046553
weighted_CPVAE,10,CPVAE4,6h,st,0.12524321675300598
weighted_CPVAE,10,CPVAE4,6h,SI1,0.09892019629478455
weighted_CPVAE,10,CPVAE4,6h,SI2,0.10291086137294769
weighted_CPVAE,10,CPVAE4,6h,SI3,0.10560089349746704
weighted_CPVAE,10,CPVAE4,6h,SI4,0.10004007071256638
weighted_CPVAE,10,CPVAE4,6h,SI5,0.010072844102978706
weighted_CPVAE,10,CPVAE4,6h,SI6,-0.02731293998658657
weighted_CPVAE,10,CPVAE4,6h,SI7,-0.031126903370022774
weighted_CPVAE,10,CPVAE4,6h,SI8,-0.022983422502875328
weighted_CPVAE,10,CPVAE4,6h,SI9,-0.022687731310725212
weighted_CPVAE,10,CPVAE4,6h,ce,0.010816006921231747
weighted_CPVAE,10,CPVAE4,6h,co,-0.00489219231531024
weighted_CPVAE,10,CPVAE4,12h,st,0.052327960729599
weighted_CPVAE,10,CPVAE4,12h,SI1,0.041329920291900635
weighted_CPVAE,10,CPVAE4,12h,SI2,0.04299726337194443
weighted_CPVAE,10,CPVAE4,12h,SI3,0.044121187180280685
weighted_CPVAE,10,CPVAE4,12h,SI4,0.04179781675338745
weighted_CPVAE,10,CPVAE4,12h,SI5,0.0042085424065589905
weighted_CPVAE,10,CPVAE4,12h,SI6,-0.011411639861762524
weighted_CPVAE,10,CPVAE4,12h,SI7,-0.013005155138671398
weighted_CPVAE,10,CPVAE4,12h,SI8,-0.009602720849215984
weighted_CPVAE,10,CPVAE4,12h,SI9,-0.009479178115725517
weighted_CPVAE,10,CPVAE4,12h,ce,0.004519043955951929
weighted_CPVAE,10,CPVAE4,12h,co,-0.002044010441750288
weighted_CPVAE,10,CPVAE4,24h,st,-0.02271963469684124
weighted_CPVAE,10,CPVAE4,24h,SI1,-0.01794452965259552
weighted_CPVAE,10,CPVAE4,24h,SI2,-0.01866845414042473
weighted_CPVAE,10,CPVAE4,24h,SI3,-0.01915643736720085
weighted_CPVAE,10,CPVAE4,24h,SI4,-0.018147679045796394
weighted_CPVAE,10,CPVAE4,24h,SI5,-0.0018272552406415343
weighted_CPVAE,10,CPVAE4,24h,SI6,0.004954679869115353
weighted_CPVAE,10,CPVAE4,24h,SI7,0.005646548233926296
weighted_CPVAE,10,CPVAE4,24h,SI8,0.004169287160038948
weighted_CPVAE,10,CPVAE4,24h,SI9,0.004115648102015257
weighted_CPVAE,10,CPVAE4,24h,ce,-0.001962068257853389
weighted_CPVAE,10,CPVAE4,24h,co,0.0008874637424014509
PCA,10,PC5,1h,st,0.013632156573954349
PCA,10,PC5,1h,SI1,1.03018400473661
PCA,10,PC5,1h,SI2,0.07906537281920333
PCA,10,PC5,1h,SI3,-0.3986576584205667
PCA,10,PC5,1h,SI4,-0.4667922127708235
PCA,10,PC5,1h,SI5,-0.5172737656768259
PCA,10,PC5,1h,SI6,-0.5611595436474247
PCA,10,PC5,1h,SI7,-0.5096875446704804
PCA,10,PC5,1h,SI8,-0.48510951043750317
PCA,10,PC5,1h,SI9,-0.3258677483575609
PCA,10,PC5,1h,ce,0.37521402925006225
PCA,10,PC5,1h,co,0.4109431601144377
PCA,10,PC5,3h,st,-0.2180224127330505
PCA,10,PC5,3h,SI1,1.635452628623068
PCA,10,PC5,3h,SI2,0.6673606588874536
PCA,10,PC5,3h,SI3,0.20861526155664778
PCA,10,PC5,3h,SI4,0.649854872888472
PCA,10,PC5,3h,SI5,1.1456716795011264
PCA,10,PC5,3h,SI6,0.18921752504467604
PCA,10,PC5,3h,SI7,0.3887869736314816
PCA,10,PC5,3h,SI8,0.1535070170713119
PCA,10,PC5,3h,SI9,-0.05459771574561114
PCA,10,PC5,3h,ce,-0.5241230999613057
PCA,10,PC5,3h,co,-0.581167216032509
